31013176750000,13,N.E.A. Cross of N.Y._ Inc.,17675,Barringer_ L #1,French Creek,Medina,11,498,0,1989;
31013128800000,13,Great Lakes Energy Partners,12880,Baran 1,Westfield,Medina,12,346,0,2000;
31013189400000,13,Stedman Energy_ Inc.,18940,Sweeney_ W. Sr. #3,Busti,Medina,8,2286,90,1988;
31013170880000,13,Schreiner Oil & Gas_ Inc.,17088,Schofield #649,Westfield,Medina,0,0,0,1989;
31013198080000,13,Envirogas_ Inc.,19808,Bailey_ N #1,Clymer,Medina,3,333,10,1988;
31029145770000,29,GFS Energy_ Inc.,14577,Berghorn #2,Newstead,Medina,12,990,0,1993;
31011135550000,11,OI Auburn_ Inc.,13555,Cullen Tom & Jen T140-8,Throop,Queenston,12,711,0,1993;
31029166810000,29,Subsea Oil & Gas_ Inc.,16681,Twin Creek #1,Evans,Medina,0,0,0,1998;
31013123690000,13,Great Lakes Energy Partners,12369,Riscili 2,Portland,Medina,12,2081,0,1997;
31013185540000,13,Kastle Resources Enterprises_ Inc.,18554,Doud 1,Ellington,Medina,12,1053,0,1996;
31013201110000,13,Kastle Resources Enterprises_ Inc.,20111,Smith_W.O 1,Ellington,Medina,12,740,0,1995;
31013146060000,13,Kettlebrook Energy_ Inc.,14606,Brown 3152,Chautauqua,Medina,12,600,60,1993;
31029072490000,29,Empire Energies,7249,Reading 1 IGC-448,North Collins,Akron,12,130,0,1999;
31013160600000,13,REI-NY_ Inc.,16060,Ball Unit 1,Gerry,Medina,0,7682,0,1986;
31013223810000,13,Nornew_ Inc.,22381,Goggin 1,Kiantone,Medina,12,10961,0,1996;
31101217070000,101,Columbia Natural Resources_ Inc.,21707,Prattsburg Town Farm 1,Prattsburg,Not Applicable,0,0,0,1998;
31037160850000,37,GFS Energy_ Inc.,16085,Fenton 1,Pembroke,Medina,12,3193,1,1989;
31121144260000,121,Big Tree_ LLC,14426,Wright_ J #1,Perry,Medina,12,250,0,1993;
31037029340000,37,GFS Energy_ Inc.,2934,Wojciachowski,Pembroke,Medina,12,1130,0,1993;
31029187090000,29,Aldinger_ Gerald F. & Naomi R.,18709,Aldinger #2,Alden,Medina,0,0,0,1988;
31029047570000,29,Seneca Resources Corp.,4757,Morgano #2362-I,Brant,Medina,12,3711,0,1994;
"31029202660000,29,U S Energy Development Corp.,20266,Cowan; F. Unit 1,Newstead,Medina,4,220,0,1995";
31029037680000,29,Iroquois Gas Corp.,3768,Weiss John 1,Orchard Park,Medina,,,,2000;
31121208540000,121,United States Gypsum Co.,20854,Ortner_ J. #1,Bennington,Medina,12,1450,0,1991;
31013223450000,13,Schreiner Oil & Gas_ Inc.,22345,Wright_ L #1,Westfield,Medina,6,4255,0,1997;
31029198750000,29,Stedman Energy_ Inc.,19875,Chiavetta 2,Brant,Medina,12,1350,50,1996;
31013155630000,13,Great Lakes Energy Partners,15563,Kopta_ A 1,Chautauqua,Medina,12,3947,128,1991;
31013179870000,13,Nornew_ Inc.,17987,Ruth Unit 1,Ellicott,Medina,10,1672,0,1995;
31029222670000,29,Belden & Blake Corporation,22267,Gugino C #1,Brant,Medina,12,2658,0,2000;
31013185000000,13,N.E.A. Cross of N.Y._ Inc.,18500,Deist Unit #1,French Creek,Medina,4,62,0,1993;
31101120160000,101,Warriner_ Wayne,12016,Warriner An-1,Greenwood,Penny,12,1200,0,1996;
31029135410000,29,Frey Well Drilling_ Inc.,13541,Frey #1,Alden,Medina,12,385,0,1997;
31013108730000,13,Nornew_ Inc.,10873,Warn 1,Carroll,Medina,12,948,0,1994;
31009172500000,9,Energy Control Unlimited_ Inc.,17250,Shetler_ H 1,Leon,Medina,0,0,0,1994;
31013186940000,13,Kastle Resources Enterprises_ Inc.,18694,Rublee #1,Ellington,Medina,7,630,0,1990;
31013221370000,13,Seneca Resources Corp.,22137,Connelly #2 #7185,Busti,Medina,12,38113,0,1993;
31013171700000,13,Kastle Resources Enterprises_ Inc.,17170,Hitchcock #1,Ellington,Medina,12,281,0,1997;
31013167050000,13,REI-NY_ Inc.,16705,Gross 2,Gerry,Medina,4,508,75,1991;
31013102520000,13,Lenape Resources_ Inc.,10252,Meeder Andy 93,Ripley,Medina,8,768,8,1990;
31013124870000,13,Kastle Resources Enterprises_ Inc.,12487,Pierrot NY #25,Cherry Creek,Medina,9,3503,,2000;
31013179690000,13,Nornew_ Inc.,17969,Morrison #2,Ellicott,Medina,12,60991,120,1988;
31037196710000,37,GFS Energy_ Inc.,19671,Feitshans 2,Darien,Medina,12,3055,0,1997;
31013100890000,13,Belden & Blake Corporation,10089,Duink 45,Mina,Medina,4,42,0,1990;
31037194790000,37,United States Gypsum Co.,19479,Schunk #4,Darien,Medina,12,3502,0,1993;
31029039020000,29,Masterson_ Michael,3902,Groac Dairy Fee #3,Aurora,Medina,12,30,0,1994;
31013137820000,13,Belden & Blake Corporation,13782,Tanner 580,Chautauqua,Medina,12,2005,5,2000;
31013121340000,13,Belden & Blake Corporation,12134,Marvin 1254,Dunkirk City,Medina,12,2292,107,1996;
31013112580000,13,Belden & Blake Corporation,11258,Hayner B. 1,Ripley,Medina,11,10531,0,1988;
31069194190000,69,Ardent Resources_ Inc.,19419,Davie 1,Geneva,Queenston,12,1003,0,1993;
31037194420000,37,United States Gypsum Co.,19442,Call Lands #1,Pembroke,Medina,12,1368,20,1997;
31029179390000,29,Stedman Energy_ Inc.,17939,Eckhardt-Agle #3,Eden,Medina,0,15,0,1996;
31013143300000,13,Eclipse Energy Company_ LLC,14330,Thompson 3101,Westfield,Medina,12,2827,0,1997;
31009661140000,9,Potter Lumber Co._ Inc.,66114,#3 Well,Allegany,Bradford,0,0,0,1991;
31013197600000,13,REI-NY_ Inc.,19760,Wilcox Unit 1,Gerry,Medina,11,2271,0,1993;
31029178580000,29,Stedman Energy_ Inc.,17858,Joy Cain 1,Eden,Medina,7,897,9,1991;
31037173910000,37,Byron-Bergen Central School,17391,Fee 1,Bergen,Medina,12,3562,0,1992;
31037161780000,37,United States Gypsum Co.,16178,Bartholf #1,Pembroke,Medina,12,31299,0,1985;
31013143650000,13,Great Lakes Energy Partners,14365,Nelson_E 1a,Busti,Devonian Shale,12,372,0,1999;
31013118680000,13,Belden & Blake Corporation,11868,Marrano 389,Chautauqua,Medina,0,0,0,1985;
31029130990000,29,Lenape Resources_ Inc.,13099,Lippert 1401,Marilla,Medina,6,280,0,1994;
31013127380000,13,Great Lakes Energy Partners,12738,Hammer #1,Westfield,Medina,12,1613,0,1992;
31013144280000,13,Great Lakes Energy Partners,14428,Barger_D 1,Ripley,Medina,12,3258,0,1993;
31013183970000,13,Lenape Resources_ Inc.,18397,Harmelink 726 #2,Mina,Medina,12,197,0,1990;
31013170230000,13,Nornew_ Inc.,17023,Nelson_ E. Unit #1,Kiantone,Medina,12,6915,0,1986;
31075156130000,75,Taber_ Grover E. Jr.,15613,Nicholson,West Monroe,Trenton,0,0,0,1989;
31013217570000,13,Seneca Resources Corp.,21757,Whitehill_ D #7336,Ellicott,Medina,12,11332,70,1993;
31013105260000,13,Belden & Blake Corporation,10526,Burgan Raymond 1,Portland,Medina,0,0,0,1989;
31013124230000,13,Lenape Resources_ Inc.,12423,Stoiantschewsky 454,Arkwright,Medina,8,570,0,1988;
31013143470000,13,Cotton Well Drilling Co._ Inc.,14347,Franks #3113,Westfield,Medina,11,1385,170,1997;
31013207630000,13,Great Lakes Energy Partners,20763,Coleman_ H #4,Chautauqua,Medina,12,11024,0,1991;
31013136940000,13,Nornew_ Inc.,13694,Opelecky 20597,Harmony,Medina,12,3997,310,1997;
31013199250000,13,Great Lakes Energy Partners,19925,Cold Spring Constr. 1,Poland,Medina,12,4967,0,1997;
31029154010000,29,Schreiner Oil & Gas_ Inc.,15401,Colarusso 846,Aurora,Medina,12,1275,0,1991;
31037194770000,37,United States Gypsum Co.,19477,Kruszelnicki #1,Alexander,Medina,12,5002,230,1987;
31013122640000,13,Belden & Blake Corporation,12264,Blakely 1353,Hanover,Medina,4,1219,46,1997;
31013178650000,13,Universal Resources Holdings _ Inc.,17865,Best 3,Ripley,Medina,11,1709,0,1995;
31013168930000,13,Chautauqua Energy_  Inc.,16893,Morris 1,Chautauqua,Medina,1,200,0,1991;
31009176470000,9,Great Lakes Energy Partners,17647,Orr D Kinney #1,Conewango,Medina,12,3310,0,1987;
31099207070000,99,Columbia Natural Resources_ Inc.,20707,Clemens 991-2,Varick,Queenston,12,1564,,2000;
31013209560000,13,Shelex Drilling_ Inc.,20956,Lawn #2,Arkwright,Medina,12,5880,0,1991;
31013143070000,13,Seneca Resources Corp.,14307,Ahlgren #6649,Busti,Medina,12,1877,0,1996;
31013160600000,13,REI-NY_ Inc.,16060,Ball Unit 1,Gerry,Medina,6,2011,72,1990;
31029211280000,29,Evans-Brant School District,21128,Lakeshore Central #4,Evans,Medina,12,2337,23,1993;
31013116350000,13,Belden & Blake Corporation,11635,King 287,Chautauqua,Medina,12,1096,6,1991;
31013153440000,13,Great Lakes Energy Partners,15344,Limberg_ D 1,Chautauqua,Medina,12,3904,0,2000;
31013138100000,13,Fea Gas Co.,13810,Stebbins #1,Sheridan,Medina,12,4482,0,1990;
31013177020000,13,N.E.A. Cross of N.Y._ Inc.,17702,Carey_ C #1,Mina,Medina,0,0,0,1989;
31029192740000,29,Stedman Energy_ Inc.,19274,Gugino #2,Brant,Medina,12,1182,0,1993;
31029207680000,29,Cotton Well Drilling Co._ Inc.,20768,Magavern #1,Concord,Medina,9,886,160,1999;
31013180630000,13,Lenape Resources_ Inc.,18063,Gehr 709,Mina,Medina,12,370,0,1994;
31121182020000,121,United States Gypsum Co.,18202,Brigzna #1,Sheldon,Medina,11,451,0,1992;
31121185890000,121,Smith_ Wayne L,18589,Smith_ N #216,Warsaw,Medina,12,2963,0,1992;
31013178510000,13,Rodgers_ Clyde B.,17851,Crumb 1,Cherry Creek,Medina,12,0,0,1995;
31013155660000,13,Great Lakes Energy Partners,15566,Kopta_ A 4,Chautauqua,Medina,9,7074,0,1989;
31029223060000,29,Belden & Blake Corporation,22306,Krull_ W #1,Brant,Medina,12,3598,0,1996;
31029203890000,29,Cotton Well Drilling Co._ Inc.,20389,Turton_ B. 2,Boston,Medina,11,71,15,1995;
31013118720000,13,Belden & Blake Corporation,11872,Swan 395,Chautauqua,Medina,12,2505,10,1998;
31013171520000,13,Kastle Resources Enterprises_ Inc.,17152,Condon #2-A,Cherry Creek,Medina,12,473,0,1997;
31013181560000,13,Lenape Resources_ Inc.,18156,Skellie 706,Mina,Medina,10,912,19,1995;
31013116150000,13,Belden & Blake Corporation,11615,Winchell 303,Portland,Medina,12,1636,0,1998;
31009171840000,9,Great Lakes Energy Partners,17184,Beaver_D 1,Randolph,Medina,12,1224,0,1997;
31009176380000,9,Transfuel Resources Co.,17638,Maida_ K 1,Little Valley,Medina,0,0,0,1988;
31013116430000,13,Belden & Blake Corporation,11643,Jacobs 359,Arkwright,Medina,4,33,0,1994;
31009170730000,9,Great Lakes Energy Partners,17073,Rebescher_ P 1,Ellicottville,Medina,2,109,0,1995;
31009159130000,9,Pefley Oil & Gas_ Inc.,15913,Peters_ F 1,New Albion,Medina,12,1352,0,1995;
31013112700000,13,Anzalone_ Michael,11270,Catania 2,Westfield,Medina,12,0,0,1999;
31011213270000,11,Columbia Natural Resources_ Inc.,21327,Gulliver 1198,Fleming,Queenston,12,1983,175,1999;
31029147640000,29,Seneca Resources Corp.,14764,Kohn #1182-I,North Collins,Onondaga,12,2951,0,1994;
31029178290000,29,L. W. Resources,17829,Zimmer #1,Collins,Medina,8,1958,0,1991;
31121219090000,121,Miller Gas Corp.,21909,Howes_ A #2,Middlebury,Theresa,10,7941,331,1991;
31013218240000,13,Great Lakes Energy Partners,21824,Spraque_ R #3,Ellington,Medina,12,1875,0,1998;
31099213870000,99,Columbia Natural Resources_ Inc.,21387,Pratt 1226,Fayette,Queenston,11,6236,117,1998;
31013106580000,13,Belden & Blake Corporation,10658,Spato A 6,Portland,Medina,4,2219,5,1997;
31013217950000,13,Seneca Resources Corp.,21795,Canadaway Wildlife #6930,Arkwright,Medina,12,14256,123,1992;
31013189320000,13,Great Lakes Energy Partners,18932,Kranking_J 1,Chautauqua,Medina,12,4558,0,1993;
31013191710000,13,Universal Resources Holdings _ Inc.,19171,Higgs Drilling Unit 2,Charlotte,Medina,1,24,0,1990;
31009217630000,9,Boberg_ Elton L.,21763,Boberg 1,Ashford,Medina,12,853,0,1995;
31013218570000,13,Seneca Resources Corp.,21857,Hoover #1 #7008,Busti,Medina,12,63230,0,1994;
31013192760000,13,N.E.A. Cross of N.Y._ Inc.,19276,Phelps-Gibbons Unit 1,French Creek,Medina,12,382,0,1994;
31013211590000,13,Chautauqua Energy_  Inc.,21159,Rammelt #3,Westfield,Medina,12,3415,25,1999;
31037151700000,37,United States Gypsum Co.,15170,Seamans #1,Batavia,Medina,12,123,20,1998;
31013168670000,13,REI-NY_ Inc.,16867,Josephson 1,Gerry,Medina,9,2778,0,1997;
31037021850000,37,Seneca Resources Corp.,2185,McKenzie(Pestle)#1993-I,Pavilion,Medina,11,1119,0,1994;
31009169860000,9,Gebhard_ Paul R.,16986,Gephard_ P #2,Conewango,Medina,11,615,0,1988;
31009177230000,9,Nornew_ Inc.,17723,Annis R #1,South Valley,Medina,12,762,0,1991;
31013125330000,13,Kastle Resources Enterprises_ Inc.,12533,Milspaw NY #16,Cherry Creek,Medina,12,764,0,1992;
31029145810000,29,Lenape Resources_ Inc.,14581,Foss 1421,Wales,Medina,5,27,0,1989;
31013153420000,13,Great Lakes Energy Partners,15342,Wilcox_ R 1,Chautauqua,Medina,7,825,5,1991;
31099212360000,99,Columbia Natural Resources_ Inc.,21236,Swartley 1131-1,Varick,Queenston,11,4614,0,1993;
31029130990000,29,Lenape Resources_ Inc.,13099,Lippert 1401,Marilla,Medina,10,142,0,1995;
31013184310000,13,Great Lakes Energy Partners,18431,Goodell_ J #1,Ellery,Medina,11,19570,176,1993;
31009180950000,9,Texas Keystone_ Inc.,18095,P Busekist #1,Otto,Medina,12,2509,0,1993;
31009199780000,9,Great Lakes Energy Partners,19978,Horton_ J #2,Conewango,Medina,12,6218,0,1993;
31009184360000,9,Eastern American Energy Corp.,18436,Walters-Senn Unit #1,Randolph,Medina,12,1496,0,1996;
31053040480000,53,Nornew_ Inc.,4048,Finen N-785,Lebanon,Herkimer-Oneida,6,4093,0,1989;
31013150100000,13,Stedman Energy_ Inc.,15010,Parker #3-B,Chautauqua,Medina,12,4228,50,1993;
31013111320000,13,McGill_ Dennis,11132,Kaminski 176,Mina,Medina,12,0,,2000;
31037139010000,37,United States Gypsum Co.,13901,Spiotta #1,Batavia City,Medina,12,1032,0,1993;
31013145980000,13,Belden & Blake Corporation,14598,Endress 602,Westfield,Medina,12,3703,59,1997;
31029169710000,29,Subsea Oil & Gas_ Inc.,16971,Greene 3,Evans,Medina,12,4340,2,1995;
31029144070000,29,Schreiner Oil & Gas_ Inc.,14407,McNeil 829,Aurora,Medina,9,6839,0,1997;
31037204830000,37,United States Gypsum Co.,20483,Bernhardt_ D. #2,Darien,Medina,12,1764,12,1994;
31013120090000,13,U S Energy Development Corp.,12009,Nancy Bennett #7614,Portland,Medina,0,0,0,1989;
31029222670000,29,Belden & Blake Corporation,22267,Gugino C #1,Brant,Medina,12,11707,648,1993;
31013126760000,13,Belden & Blake Corporation,12676,Wilkosz 1459,Westfield,Medina,12,1877,0,1999;
31013187850000,13,GFS Energy_ Inc.,18785,Mehs Unit #1,Gerry,Medina,12,8133,0,1986;
31013153140000,13,Great Lakes Energy Partners,15314,Hewes_Rp 1,Chautauqua,Medina,9,821,30,1991;
31121139950000,121,Lenape Resources_ Inc.,13995,Geitner #43,Bennington,Medina,11,3511,0,1986;
31013198550000,13,Chautauqua Energy_  Inc.,19855,Zeitler 2,Sherman,Medina,8,6389,0,1986;
31029152350000,29,Schreiner Oil & Gas_ Inc.,15235,Tagliarino 823,Orchard Park,Medina,12,1193,7,1992;
31013125420000,13,Kastle Resources Enterprises_ Inc.,12542,Lenart NY #12,Harmony,Medina,12,700,0,1994;
31009191030000,9,Great Lakes Energy Partners,19103,Hershberger #1,Conewango,Medina,12,2945,0,1999;
31037175480000,37,United States Gypsum Co.,17548,Roth #1,Darien,Medina,12,6731,0,1997;
31013180530000,13,Kastle Resources Enterprises_ Inc.,18053,Carpenter 3,Ellington,Medina,12,182,0,1995;
31013169090000,13,REI-NY_ Inc.,16909,Forbes #3,Gerry,Bass Island,12,9481,,2000;
31013179410000,13,Bunce_ Fred. E. & Beverly J.,17941,Anderson_ B. #1,Busti,Medina,0,0,0,1988;
31013181040000,13,Lenape Resources_ Inc.,18104,Manwaring #1,Harmony,Medina,11,1983,99,1999;
31013169550000,13,Great Lakes Energy Partners,16955,Patchen_ H 1,French Creek,Medina,0,0,0,1995;
31013124040000,13,Belden & Blake Corporation,12404,Makuch 1312,Sheridan,Medina,10,1235,0,1989;
31029211490000,29,Weil Resources_ Inc.,21149,Hitchings #1,Aurora,Onondaga,4,0,0,1996;
31037204940000,37,United States Gypsum Co.,20494,Amedick_ J. #2,Darien,Medina,12,3009,40,1991;
31029171290000,29,Niefergold_ Martin L.& Suzanne,17129,Niefergold 1,North Collins,Medina,12,200,,2000;
31013160540000,13,Stedman Energy_ Inc.,16054,Edson 1,Charlotte,Medina,5,1392,50,1986;
31013209780000,13,Shelex Drilling_ Inc.,20978,Allen 2,Sherman,Medina,12,6559,0,1995;
31013122340000,13,Lenape Resources_ Inc.,12234,Gaus 469 #1,Arkwright,Medina,12,469,0,1996;
31013185180000,13,Kastle Resources Enterprises_ Inc.,18518,Scolton #1,Ellington,Grimsby,12,35,0,1999;
31101174880000,101,Vandermark Exploration_ Inc.,17488,Coleman 1,West Union,Not Applicable,0,0,0,1993;
31029115540000,29,Niagara Frontier Services_ Inc.,11554,Niagara Frontier Serv 2,Buffalo,Medina,0,0,0,1987;
31037196630000,37,United States Gypsum Co.,19663,Schmigel_ M. #1,Pembroke,Medina,3,2285,55,1986;
31003603420000,3,Alma Gas_ Inc.,60342,NFG (Jones) #2088,Alma,Upper Devonian,12,209,0,1992;
31009186140000,9,Seneca Resources Corp.,18614,Boring_ E #6282,Dayton,Onondaga,12,3934,0,1993;
31013125800000,13,Stedman Energy_ Inc.,12580,NYSRA #4-4,Harmony,Medina,0,0,0,1988;
31013212030000,13,Great Lakes Energy Partners,21203,Fredrickson_ W #1,Stockton,Medina,12,5273,0,1994;
31029164510000,29,Eden Vfw Post #8265,16451,Vfw 1,Eden,Medina,4,251,2,1987;
31009169610000,9,Great Lakes Energy Partners,16961,Ploetz_ E #3,Ellicottville,Medina,11,2471,0,1987;
31009217630000,9,Fault Line Oil Corp.,21763,Boberg #1,Ashford,Medina,12,980,0,1994;
31013184420000,13,Lenape Resources_ Inc.,18442,Leamer 677,Ripley,Medina,12,2262,10,2000;
31013166160000,13,Great Lakes Energy Partners,16616,Beckerink_R 1,Clymer,Medina,0,0,0,1993;
31069006660000,69,Seneca Resources Corp.,666,Morrow #1905-I,West Bloomfield,Medina,10,701,0,1993;
31013115590000,13,Belden & Blake Corporation,11559,Verga 1,Chautauqua,Medina,12,2961,0,1994;
31099204470000,99,Columbia Natural Resources  LLC,20447,Pearce 2577,Fayette,Queenston,12,3674,0,1995;
31013127020000,13,GFS Energy_ Inc.,12702,Dach #1,Dunkirk City,Medina,12,1650,0,1997;
31013125300000,13,Kastle Resources Enterprises_ Inc.,12530,Miktuk NY #63,Harmony,Medina,12,1801,0,1999;
31013209720000,13,Seneca Resources Corp.,20972,Mee_ W #7343,Poland,Medina,12,1403,0,1997;
31009185400000,9,Texas Keystone_ Inc.,18540,Tomaszewski #1,Persia,Medina,10,10372,0,1987;
31013164890000,13,Belden & Blake Corporation,16489,Napper_ H. #630,Westfield,Medina,12,10014,0,1989;
31101095820000,101,Steuben Gas Storage Co.,9582,Mullins 1,Bath,Onondaga,0,61200,0,1986;
31013211850000,13,Great Lakes Energy Partners,21185,Kimball_ S #4,Poland,Medina,12,3534,0,1991;
31009120300000,9,Edler_ John L. & John W.,12030,Fee #1,Perrysburg,Onondaga,12,0,0,1998;
31013622440000,13,Evinczik_ Joseph A,62244,Evinczik Home 1,Busti,Glade,12,0,0,1987;
31013182410000,13,Kastle Resources Enterprises_ Inc.,18241,Abbey #1,Ellington,Medina,12,1270,0,1998;
31013182330000,13,Universal Resources Holdings _ Inc.,18233,Pattyson #4,Charlotte,Medina,9,271,,2000;
"31029218560000,29,Belden & Blake Corporation,21856,Perkowski; F #1,Evans,Medina,12,6196,188,1993";
31029202430000,29,Cotton Well Drilling Co._ Inc.,20243,Turton J #1,Boston,Medina,11,607,35,1993;
31013168210000,13,REI-NY_ Inc.,16821,Winton 1,Ellery,Medina,12,6765,68,1987;
31013180480000,13,Nornew_ Inc.,18048,Newman Unit #1,Ellicott,Medina,12,8032,100,1988;
31013164870000,13,Belden & Blake Corporation,16487,Griswald_ R. #628,Westfield,Medina,12,1516,36,1998;
31013127020000,13,GFS Energy_ Inc.,12702,Dach #1,Dunkirk City,Medina,12,2500,40,1990;
31029187100000,29,New York Gas & Oil Co_ Inc.,18710,E Kazmark #1,Alden,Medina,12,2031,0,1996;
31029145050000,29,National Fuel Gas Supply Corp.,14505,Bylbie I-900,Concord,Onondaga,12,2598,10,1993;
31011135620000,11,OI Auburn_ Inc.,13562,Wormuth S101-3,Sennett,Queenston,12,244,,2000;
31013183000000,13,Great Lakes Energy Partners,18300,Anderson_Z 2,Ellington,Medina,12,3209,12,1993;
31013146140000,13,Cotton Well Drilling Co._ Inc.,14614,Thompson #3103,Westfield,Medina,11,1982,60,1994;
31121219090000,121,Miller Gas Corp.,21909,Howes_ A 2,Middlebury,Theresa,0,0,0,1995;
31013146140000,13,Cotton Well Drilling Co._ Inc.,14614,Thompson #3103,Westfield,Medina,0,2474,0,1988;
31051143800000,51,Big Tree_ LLC,14380,Patrick 1,Leicester,Medina,12,3114,0,1993;
31013124960000,13,Kastle Resources Enterprises_ Inc.,12496,Smallback NY #37,Cherry Creek,Grimsby,10,1896,0,1988;
31009167180000,9,Great Lakes Energy Partners,16718,D. Miller 1,Leon,Medina,12,17194,0,1993;
31013104890000,13,Belden & Blake Corporation,10489,Franklin 87 #1,Portland,Medina,12,2222,0,1990;
31037173850000,37,United States Gypsum Co.,17385,Duvall #1,Darien,Medina,12,1367,20,1998;
31121160170000,121,United States Gypsum Co.,16017,Tozier #1,Sheldon,Akron,9,349,0,1994;
31013178570000,13,Terra Energy,17857,Hopkins-Davis #5,Sheridan,Medina,0,4431,130,1993;
31013122670000,13,Belden & Blake Corporation,12267,Hayes 1366 #1,Hanover,Medina,2,429,6,1994;
31003162380000,3,Fairmont Oil Co._ Inc.,16238,Hutton #h-1,Caneadea,Medina,0,0,0,1990;
31013199480000,13,REI-NY_ Inc.,19948,Gross Unit 5,Gerry,Bass Island,6,6020,1330,1992;
31013157430000,13,Kastle Resources Enterprises_ Inc.,15743,Falcone #1,Ellington,Medina,12,1372,0,1993;
31029603200000,29,Seneca Resources Corp.,60320,Weber #1511-I,Wales,Medina,0,141,0,1993;
31029035930000,29,Iroquois Gas Corp.,3593,Benzing #1 IGC-133,Orchard Park,Medina,,,,2000;
31013193800000,13,Lenape Resources_ Inc.,19380,Gifford/Parker #2-284,Ellery,Medina,12,1735,50,1998;
31013223390000,13,Schreiner Oil & Gas_ Inc.,22339,Stoll 1,Hanover,Medina,0,0,0,1995;
31013211560000,13,Chautauqua Energy_  Inc.,21156,Button #1,Clymer,Bass Island,1,200,0,1997;
31003603620000,3,Alma Gas_ Inc.,60362,E G & F (Wyvell) #2127,Alma,Upper Devonian,12,169,0,1993;
31009110990000,9,Great Lakes Energy Partners,11099,Hershberger #1,Conewango,Medina,1,57,0,1988;
31013193440000,13,Kastle Resources Enterprises_ Inc.,19344,Marvin 1,Cherry Creek,Medina,12,2234,0,1998;
31003603610000,3,Alma Gas_ Inc.,60361,E G & F (Wyvell) #2126,Alma,Upper Devonian,11,66,1,1994;
31013212160000,13,Chautauqua Energy_  Inc.,21216,Busch #1,Westfield,Medina,12,7468,0,1993;
31029146500000,29,Weil Resources_ Inc.,14650,Ziezula #3,Elma,Medina,0,31330,0,1991;
31013110040000,13,Belden & Blake Corporation,11004,Steinhoff 141,Stockton,Medina,12,6266,0,1992;
31101009970000,101,Coleman_ Timothy D.,997,White 1,Hartsville,Tully,12,0,0,1991;
31009110990000,9,Great Lakes Energy Partners,11099,Hershberger #1,Conewango,Medina,11,369,0,1997;
31013192410000,13,Wilkinson_ Kenneth M.,19241,Phelps-Wroblewski 1,Mina,Medina,12,272,0,1994;
31009187630000,9,Empire Exploration_ Inc.,18763,Milks Jr #3 6315,Dayton,Medina,12,573,1,1989;
31009133590000,9,Seneca Resources Corp.,13359,Saeger(Knoll)#1698-I,Dayton,Medina,12,1468,4,1991;
31101053150000,101,National Fuel Gas Supply Corp.,5315,Chase SC-420,Jasper,Oriskany,0,0,0,1990;
31013225280000,13,REI-NY_ Inc.,22528,Marucci #3,Gerry,Bass Island,5,234,290,1996;
31029140260000,29,Proctor_ William F.,14026,Boardway IGC-479,North Collins,Medina,0,0,0,1990;
31013116520000,13,Weil Resources_ Inc.,11652,Hamm #3,Portland,Medina,0,0,0,1993;
31013137690000,13,Belden & Blake Corporation,13769,Zennes 561,Chautauqua,Medina,10,2176,67,1987;
31013181280000,13,Great Lakes Energy Partners,18128,Johenning_ R 1,Ellington,Medina,12,1611,0,1993;
31013182410000,13,Kastle Resources Enterprises_ Inc.,18241,Abbey #1,Ellington,Medina,12,2447,0,1993;
31013636210000,13,Seneca Resources Corp.,63621,Fee(Restivo)#1684-I,Hanover,Medina,11,138,0,1993;
31029202340000,29,Cotton Well Drilling Co._ Inc.,20234,Koch #1,Boston,Medina,10,150,0,1997;
31009197770000,9,Cabot Oil & Gas Corp.,19777,Miller_ E #1,Conewango,Medina,12,1382,0,1991;
31051043910000,51,Ardent Resources_ Inc.,4391,Parnell N883,Leicester,Medina,0,0,0,1990;
31013218200000,13,Ardent Resources_ Inc.,21820,Rew_ F #1,Charlotte,Medina,12,14043,0,1993;
31009172690000,9,Hydrocarbon Generation_ Inc.,17269,Sue Maloney#1,Carrollton,Oriskany,0,0,0,1987;
31029148130000,29,Bunch_ John,14813,Wilkinson,Lancaster,Medina,0,0,0,1993;
31013218200000,13,Ardent Resources_ Inc.,21820,Rew_ F #1,Charlotte,Medina,12,50015,0,1992;
31121208650000,121,Fault Line Oil Corp.,20865,Spencer-Haley et al #1,Arcade,Medina,12,1371,1,1997;
31013180300000,13,REI-NY_ Inc.,18030,Morey #1,Gerry,Onondaga,2,6548,0,1993;
31013204010000,13,Goose Creek Drilling_ Inc.,20401,Hinderer-Fairbank #1,Harmony,Medina,11,10754,320,1988;
31099195980000,99,Columbia Natural Resources  LLC,19598,Larsen 1 (4141),Fayette,Queenston,12,3001,0,1995;
31013155440000,13,Great Lakes Energy Partners,15544,Higginbotham_J 1,Chautauqua,Medina,2,7,0,1993;
31121177240000,121,United States Gypsum Co.,17724,Sloand #1,Bennington,Medina,12,2707,0,1998;
31013100840000,13,Belden & Blake Corporation,10084,Powell 18,Portland,Medina,12,5323,0,1992;
31029137830000,29,Frey Well Drilling_ Inc.,13783,Phenning 1,Marilla,Medina,0,0,0,1999;
31013181550000,13,Lenape Resources_ Inc.,18155,Willoughby #175,Ellery,Bass Island,0,0,0,1993;
31013116880000,13,Belden & Blake Corporation,11688,Bradigan 1275,Sheridan,Medina,12,807,0,1993;
31013198240000,13,Vineyard Oil & Gas Co.,19824,Orcutt 3,Sherman,Medina,6,5545,119,1987;
