31051138410000,51,Big Tree_ LLC,13841,Page 1,Leicester,Medina,1,155,0,1995;
31013115560000,13,Belden & Blake Corporation,11556,Josephson 1,Stockton,Medina,12,1337,68,1997;
31013164810000,13,Belden & Blake Corporation,16481,Riedesel 622,Westfield,Medina,12,4751,0,1991;
31029129590000,29,Balcerzak_ Ray R. Sr. & Jean,12959,Balcerzak # 1,Marilla,Medina,12,0,0,1998;
31013143420000,13,Eclipse Energy Company_ LLC,14342,Warnshuis #3108,Westfield,Medina,0,2897,0,1988;
31013099610000,13,Belden & Blake Corporation,9961,Webster Castle Inn 1,Portland,Medina,12,2233,0,1999;
31013111900000,13,Belden & Blake Corporation,11190,Freeman 226 #1,Westfield,Medina,0,280,0,1996;
31029197700000,29,New York Gas & Oil Co_ Inc.,19770,Choate/Smith 4,Alden,Medina,0,0,0,1987;
31013136950000,13,Nornew_ Inc.,13695,Sturges 20598,Harmony,Medina,12,2242,0,1986;
31013177450000,13,N.E.A. Cross of N.Y._ Inc.,17745,Van Earden_ J #1,French Creek,Medina,12,144,0,1990;
31013190800000,13,Kastle Resources Enterprises_ Inc.,19080,Auffinger 2,Ellington,Medina,0,0,0,1992;
31013187670000,13,Lenape Resources_ Inc.,18767,Brininger/Nelson #233,Ellery,Medina,12,1653,0,1998;
31013162190000,13,Belden & Blake Corporation,16219,NYSRA #10-10,Gerry,Medina,12,1531,0,2000;
31121130850000,121,Hydrocarbon Generation_ Inc.,13085,Meyer_ N #1,Java,Medina,12,533,,2000;
31013176900000,13,Nornew_ Inc.,17690,V Mead #3,Gerry,Medina,1,104,0,1990;
31013186670000,13,Lenape Resources_ Inc.,18667,Barkstrom #226,Ellery,Bass Island,0,0,0,1989;
31099212920000,99,Columbia Natural Resources_ Inc.,21292,Neilson 1146-1,Fayette,Sodus Shale,12,21563,0,1993;
31013132730000,13,Lenape Resources_ Inc.,13273,Munch 546,Charlotte,Medina,12,484,0,1989;
31013192850000,13,Great Lakes Energy Partners,19285,Smith_ W #1,Poland,Medina,12,5564,25,1991;
31037174770000,37,New York Gas & Oil Co_ Inc.,17477,Guerra 2,Darien,Medina,12,2335,0,1997;
31009217730000,9,Seneca Resources Corp.,21773,Pagett_ F #7351,Leon,Medina,12,5453,27,1990;
31037139860000,37,Lenape Resources_ Inc.,13986,Spencer 34,Pavilion,Medina,12,940,0,1997;
31013110250000,13,Great Lakes Energy Partners,11025,Mikula 520,Arkwright,Medina,12,1198,14,1995;
31029609060000,29,Reserve Gas Co._ Inc.,60906,Clark #1,Newstead,Medina,0,0,0,1994;
31013186550000,13,Belden & Blake Corporation,18655,Lind #758,Gerry,Medina,12,4540,158,1990;
31013139120000,13,L. W. Resources,13912,Wolff A 1,Westfield,Medina,1,2,0,1989;
31013211710000,13,Great Lakes Energy Partners,21171,Musso_ R #1,Portland,Medina,12,2690,0,1991;
31013176850000,13,Great Lakes Energy Partners,17685,Cass_W 1,Poland,Medina,12,2355,0,1997;
31013202990000,13,Great Lakes Energy Partners,20299,Kopta_ A #6,Chautauqua,Medina,12,1653,0,1998;
31009179720000,9,Great Lakes Energy Partners,17972,Kurek_ E #3,Conewango,Medina,12,3868,0,1998;
31013191150000,13,Great Lakes Energy Partners,19115,Tewinkle_ E #1,Clymer,Medina,0,0,0,1997;
31013200710000,13,Lenape Resources Corp._ The,20071,R. Shepardson Unit 1,Ellery,Onondaga,0,0,0,1990;
31029148960000,29,Wycoki_ Michael,14896,Wycoki #1,Elma,Medina,12,0,0,1999;
31013186590000,13,Kastle Resources Enterprises_ Inc.,18659,Kofod #1,Ellington,Medina,0,0,0,1993;
31037205810000,37,United States Gypsum Co.,20581,Lor-Rob Dairy #16 (6805),Bethany,Medina,11,0,0,1993;
31037196290000,37,United States Gypsum Co.,19629,Meyers_ W. #3,Darien,Medina,12,1170,81,1996;
31013180960000,13,Kastle Resources Enterprises_ Inc.,18096,Chester #1,Ellington,Medina,10,24625,0,1989;
31013115860000,13,Lenape Resources_ Inc.,11586,Austin 352,Arkwright,Medina,12,464,11,1992;
31121201790000,121,Fault Line Oil Corp.,20179,Spencer-Haley 1,Arcade,Medina,12,6360,0,1988;
31037161720000,37,United States Gypsum Co.,16172,Stalica #1,Pembroke,Medina,8,542,0,1992;
31009176830000,9,Texas Keystone_ Inc.,17683,Bobseine #1,Persia,Medina,12,2236,,2000;
31121180570000,121,United States Gypsum Co.,18057,Lefort #1,Bennington,Medina,12,3210,26,1987;
31013220970000,13,Great Lakes Energy Partners,22097,Helman_ K #1,Westfield,Medina,12,2822,0,1998;
31013182170000,13,Kastle Resources Enterprises_ Inc.,18217,Abbey 4,Ellington,Medina,0,0,0,1995;
31029166240000,29,Weil Resources_ Inc.,16624,Boris/Metelovski #1,Evans,Medina,12,1831,0,1990;
31013176820000,13,Nornew_ Inc.,17682,Thompson,Poland,Medina,11,1374,2,1994;
31013159360000,13,Great Lakes Energy Partners,15936,NYSRA 3-4,Chautauqua,Medina,12,2574,0,1995;
31009160310000,9,Adams_ Ronald D.,16031,Smith #1,Conewango,Medina,12,3846,0,1997;
31013185500000,13,Morris_ Geraldine M.,18550,Seward 1,Cherry Creek,Medina,12,0,0,1996;
31013144330000,13,Great Lakes Energy Partners,14433,Miller_R 1,Chautauqua,Medina,12,1129,0,1999;
31009179820000,9,Seneca Resources Corp.,17982,Trombley-Young #6250,Dayton,Onondaga,12,2410,0,1992;
31013158660000,13,Kastle Resources Enterprises_ Inc.,15866,Potter #2,Busti,Medina,12,1341,0,1993;
31013177180000,13,REI-NY_ Inc.,17718,Josephson 3,Gerry,Medina,12,9016,65,1991;
31009222290000,9,Masoodi Mini Ventures_ Inc.,22229,Milliman #1,Leon,Medina,8,725,0,1999;
31029219170000,29,National Fuel Gas Supply Corp.,21917,Skowronski #7029,Concord,Onondaga,12,62941,0,1991;
31013102900000,13,Belden & Blake Corporation,10290,Rondendell 145,Portland,Medina,12,2370,0,1998;
31009199850000,9,Great Lakes Energy Partners,19985,Miller_ J #2,Conewango,Medina,12,3925,0,1992;
31013124680000,13,Estate of Joseph Villlafrank,12468,Fee #1,Westfield,Medina,12,1522,0,1996;
31009168610000,9,Texas Keystone_ Inc.,16861,L Baird #5,Persia,Medina,10,1966,0,1991;
31013186640000,13,Cotton Well Drilling Co._ Inc.,18664,Hohenstein Ee 1,Sheridan,Medina,0,41,0,1988;
31029180690000,29,Stedman Energy_ Inc.,18069,Shaw-Vacco #2,Eden,Medina,1,3,0,1998;
31037606750000,37,unknown,60675,Voided Permit,,None Specified,9,594,0,1988;
31121207460000,121,Fault Line Oil Corp.,20746,Welninski Et.Al #1,Arcade,Medina,12,2318,0,1999;
31029200340000,29,Symbol Oil Corp.,20034,Alice Bauer 1,Eden,Medina,10,3235,0,1986;
31013116840000,13,Belden & Blake Corporation,11684,Bixby 1271,Sheridan,Medina,12,949,9,1991;
31037120590000,37,United States Gypsum Co.,12059,Bennett #1,Darien,Medina,12,676,20,1996;
31013156310000,13,Kastle Resources Enterprises_ Inc.,15631,James #1,Busti,Medina,12,569,0,1999;
31009180440000,9,Texas Keystone_ Inc.,18044,Strickland #1,Otto,Medina,12,1575,0,1988;
31013178180000,13,Transfuel Resources Co.,17818,Emory_ D #1,French Creek,Medina,0,0,0,1987;
31013160640000,13,REI-NY_ Inc.,16064,Brockway 1,Gerry,Medina,12,8411,145,2000;
31013627960000,13,Empire Energies,62796,Winn #1,Sheridan,Medina,12,200,,2000;
31013192560000,13,Vineyard Oil & Gas Co.,19256,James Raven 1,Sherman,Medina,0,0,0,1993;
31013125970000,13,Belden & Blake Corporation,12597,Betram 127,Chautauqua,Medina,12,5324,17,1993;
31013181910000,13,Kastle Resources Enterprises_ Inc.,18191,Reich #1,Ellington,Grimsby,12,83,75,1992;
31099116180000,99,Columbia Natural Resources_ Inc.,11618,Stahl 1,Fayette,Queenston,12,3453,1,1992;
31013164450000,13,Nornew_ Inc.,16445,Marsh_ F.B. #NY-0004,Poland,Medina,12,3277,0,1986;
31121138420000,121,Big Tree_ LLC,13842,H. Johnson # 1,Gainesville,Medina,0,0,0,1994;
31013137730000,13,Belden & Blake Corporation,13773,Smith 571,Chautauqua,Medina,12,6179,0,1992;
31029200850000,29,Depew Union Free School District,20085,Depew School Dist. 3,Lancaster,Medina,12,546,0,1992;
31029190100000,29,Smith_ Merrill C.,19010,Smith #1,Elma,Medina,12,301,0,1997;
31037215940000,37,New York Gas & Oil Co_ Inc.,21594,Knauber 1,Darien,Medina,0,0,0,1997;
31013168460000,13,Universal Resources Holdings _ Inc.,16846,W Sass 2,Charlotte,Medina,6,67,0,1995;
31069028730000,69,Spike_ David C. and Arlene M.,2873,Charlton 1811,West Bloomfield,Medina,12,0,0,1993;
31013171700000,13,Kastle Resources Enterprises_ Inc.,17170,Hitchcock #1,Ellington,Medina,9,680,,2000;
31013124970000,13,Kastle Resources Enterprises_ Inc.,12497,Hess NY #40,Cherry Creek,Medina,10,4217,0,1989;
31013125920000,13,Stedman Energy_ Inc.,12592,NYSRA 13-7,Harmony,Medina,12,2481,0,1995;
31099212330000,99,Columbia Natural Resources_ Inc.,21233,Dewall 1004-3,Fayette,Queenston,12,4514,,2000;
31013156720000,13,GFS Energy_ Inc.,15672,Holy Family #1,Arkwright,Medina,12,1019,0,1994;
31037194890000,37,United States Gypsum Co.,19489,Ross 1,Oakfield,Medina,12,507,0,1995;
31051114030000,51,McBride_ Kenneth I. & Jane B.,11403,McBride 20218,Leicester,Medina,12,409,0,1999;
31051173030000,51,Lenape Resources_ Inc.,17303,Grant 133,Caledonia,Medina,12,5982,7585,1987;
31029114910000,29,Jim Murphy Pontiac-Gmc Truck,11491,Gibraltar #1,Cheektowaga,Medina,11,762,0,1993;
31051161090000,51,Lenape Resources_ Inc.,16109,Wadsworth 58,Caledonia,Medina,12,1870,0,1997;
31037196800000,37,United States Gypsum Co.,19680,Noack_ J. #1,Darien,Medina,12,3126,40,1998;
31013130800000,13,Belden & Blake Corporation,13080,Depew 539,Charlotte,Medina,10,1049,0,1987;
31029199210000,29,Depew Union Free School District,19921,Depew Sch.District 2,Lancaster,Medina,12,1195,0,1993;
31013209400000,13,Great Lakes Energy Partners,20940,Parker #3,Ellery,Devonian Shale,12,7348,0,1992;
31037159920000,37,Leroy Central School District,15992,Fee 2,Le Roy,Medina,12,20,0,1990;
31013177220000,13,Great Lakes Energy Partners,17722,Robinson_ W 1,French Creek,Medina,12,929,0,1993;
31013109560000,13,Belden & Blake Corporation,10956,Cross 1,Portland,Medina,12,3301,0,1991;
31013142940000,13,Great Lakes Energy Partners,14294,Sullivan_ J 2,Harmony,Medina,11,606,130,1990;
31013114070000,13,Belden & Blake Corporation,11407,Thompson 243,Ripley,Medina,0,0,0,1985;
31009180700000,9,Texas Keystone_ Inc.,18070,Weber A #1,Otto,Medina,12,1771,0,1993;
31121208440000,121,United States Gypsum Co.,20844,Gostomski_ E. #2,Bennington,Medina,12,16283,135,1988;
31009162330000,9,Eastern American Energy Corp.,16233,Pierce-Chubb Unit A-1,Randolph,Medina,9,2794,5,1987;
31013159020000,13,Great Lakes Energy Partners,15902,Gravink_P 1,French Creek,Medina,10,1878,0,1989;
31013202110000,13,Great Lakes Energy Partners,20211,Beckerink_ H. #6,Clymer,Medina,12,1720,0,1998;
31037195180000,37,United States Gypsum Co.,19518,Miller 1,Darien,Medina,12,133,36,1991;
31013144730000,13,L. W. Resources,14473,Owens #1,Westfield,Medina,6,3960,0,1986;
31121208670000,121,United States Gypsum Co.,20867,Boxler_ H. #2,Sheldon,Medina,12,58,0,1996;
31037194730000,37,United States Gypsum Co.,19473,Meyers_ W. #2,Alexander,Medina,12,1034,20,1999;
31013223940000,13,Stedman Energy_ Inc.,22394,Barton D 1,Busti,Medina,9,19076,270,1994;
31037173860000,37,United States Gypsum Co.,17386,Schwendler #1,Darien,Medina,12,2072,0,1993;
31013153410000,13,Great Lakes Energy Partners,15341,Dinsbier_C 1,Chautauqua,Medina,12,956,0,2000;
31003672180000,3,Freeman Oil Co.,67218,Nobles #i25,Amity,Scio,0,0,0,1987;
31013129780000,13,Belden & Blake Corporation,12978,Langenbach 535,Arkwright,Medina,0,0,0,2000;
31013171950000,13,Kastle Resources Enterprises_ Inc.,17195,Bentley #3,Ellington,Medina,12,809,0,1998;
31121153120000,121,Hydrocarbon Generation_ Inc.,15312,Ring 2,Java,Medina,12,1051,0,1993;
31009187610000,9,Seneca Resources Corp.,18761,Milks #6308,Dayton,Medina,12,1938,0,1998;
31013116840000,13,Belden & Blake Corporation,11684,Bixby 1271,Sheridan,Medina,0,462,0,1987;
31029187810000,29,Cotton Well Drilling Co._ Inc.,18781,Mammoser #4,Boston,Medina,12,704,0,1993;
31011206540000,11,Columbia Natural Resources_ Inc.,20654,Delaney 1086-2,Fleming,Queenston,12,12415,0,1992;
31013179270000,13,REI-NY_ Inc.,17927,Boardman & Pratt IGC-6252,Ellery,Medina,1,78,0,1993;
31029171290000,29,Niefergold_ Martin L.& Suzanne,17129,Niefergold 1,North Collins,Medina,5,529,0,1987;
31013180140000,13,Lenape Resources_ Inc.,18014,Vogt #1,Ellery,Medina,12,981,0,2000;
31037194890000,37,United States Gypsum Co.,19489,Ross #1,Oakfield,Medina,11,445,0,2000;
31013207890000,13,Great Lakes Energy Partners,20789,Weatherlow_ C #3,Chautauqua,Medina,12,3424,0,1993;
31013156600000,13,Great Lakes Energy Partners,15660,Wassink_ R 4,Clymer,Medina,1,139,0,1993;
31051174520000,51,Lenape Resources_ Inc.,17452,Doolittle 200,York,Medina,9,4285,0,1993;
31013170110000,13,REI-NY_ Inc.,17011,Miller 6,Ellery,Medina,5,1412,5,1990;
31029159110000,29,GFS Energy_ Inc.,15911,Martenet 1,Marilla,Medina,11,1384,0,1995;
31013187490000,13,Great Lakes Energy Partners,18749,Rowicki 1,Cherry Creek,Medina,4,1392,0,1995;
31013172190000,13,Great Lakes Energy Partners,17219,Shields_ R 3,Poland,Medina,12,5427,0,1986;
31029199200000,29,Stedman Energy_ Inc.,19920,Holy Mother - Rosary 1,Lancaster,Medina,7,987,0,1993;
31013177460000,13,Stedman Energy_ Inc.,17746,Strom H. #1,Ellery,Medina,12,8214,250,1992;
31029202780000,29,I Squared R Element Co.,20278,J. Termini & G.Cummings 1,Newstead,Medina,12,5244,0,1993;
31121176130000,121,Lenape Resources_ Inc.,17613,Dries_ A 136,Perry,Medina,12,1817,0,1995;
31013014720000,13,Seneca Resources Corp.,1472,Szydlo P 2019-I,Arkwright,Medina,12,1843,0,1995;
31121176780000,121,United States Gypsum Co.,17678,Huzella #1,Bennington,Medina,12,3536,0,2000;
31029148400000,29,GFS Energy_ Inc.,14840,Klingenmeir #1,Marilla,Medina,12,722,0,1996;
31029044400000,29,Belden & Blake Corporation,4440,Lascala 1244 (IGC 2075),Sardinia,Medina,12,828,5,1994;
31013107710000,13,Belden & Blake Corporation,10771,Meeder 163,Mina,Medina,12,2765,34,1997;
31051161140000,51,Lenape Resources_ Inc.,16114,Wadsworth 59,Caledonia,Medina,11,3442,0,1990;
31013178110000,13,Dannic Energy Corp.,17811,R McChesney #1,Carroll,Medina,0,388,0,1992;
31051139670000,51,Lenape Resources_ Inc.,13967,Hoag 23,Caledonia,Medina,12,2956,0,1985;
31013125410000,13,Kastle Resources Enterprises_ Inc.,12541,Nobles NY #33,Cherry Creek,Medina,12,131,0,1998;
31013188440000,13,Stedman Energy_ Inc.,18844,Abbey-Tutton Unit 1,Cherry Creek,Medina,12,4499,0,1993;
31013165900000,13,L. W. Resources,16590,Lind 1,Charlotte,Medina,12,200,0,1991;
31013208100000,13,Shelex Drilling_ Inc.,20810,Stearns Unit 1,Stockton,Medina,2,6,0,1995;
31013111690000,13,Lenape Resources_ Inc.,11169,Storer 151,Stockton,Medina,0,0,0,1991;
31013106580000,13,Belden & Blake Corporation,10658,Spato A 6,Portland,Medina,12,1565,23,1993;
31029609080000,29,Reserve Gas Co._ Inc.,60908,B Ruzewski #1,Alden,Medina,12,268,0,1993;
31029200650000,29,Symbol Oil Corp.,20065,Brusehaber 2,Eden,Medina,11,2201,0,1999;
31099117080000,99,Columbia Natural Resources_ Inc.,11708,Reigel 1,Fayette,Queenston,4,652,0,1993;
31013100860000,13,Belden & Blake Corporation,10086,Zohns 36,Ripley,Medina,12,1281,,2000;
31009182800000,9,Eastern American Energy Corp.,18280,Barton #2,Randolph,Medina,12,1222,14,1991;
31037206970000,37,United States Gypsum Co.,20697,Klotzbach_ H. #4,Alabama,Medina,12,8323,254,1990;
31051161330000,51,Lenape Resources_ Inc.,16133,Ranous 1 (Lrc 73),Caledonia,Medina,0,0,0,1985;
31013183540000,13,Dannic Energy Corp.,18354,Wilson Unit #1,Carroll,Medina,0,170,0,1992;
31051144500000,51,Lenape Resources_ Inc.,14450,Cripps 44,Caledonia,Medina,12,753,0,1998;
31107177880000,107,Tiffany_ Glenn O,17788,Tiffany 1,Owego,Marcellus,12,73,0,1991;
31037195250000,37,Galliford_ J. Daniel & Clara R,19525,Galliford 1 (6431),Bethany,Medina,12,300,0,1996;
31013177740000,13,Great Lakes Energy Partners,17774,Hunick_ R #1,Clymer,Medina,12,3488,0,1989;
31013185680000,13,Lenape Resources_ Inc.,18568,Thorpe 675,Ripley,Medina,12,3109,51,1996;
"31029089690000,29,Weil Resources_ Inc.,8969,Lipman; R D #1,Lackawanna,Medina,12,1027,0,1988";
31013114070000,13,Belden & Blake Corporation,11407,Thompson 243,Ripley,Medina,12,3157,34,1999;
31009181660000,9,Great Lakes Energy Partners,18166,Brown_G 5,Randolph,Medina,12,2588,7,1994;
31037206870000,37,United States Gypsum Co.,20687,U S Gypsum Co #2,Oakfield,Medina,12,6018,0,1992;
31037161830000,37,Symbol Oil Corp.,16183,Herec 1,Pembroke,Medina,12,1912,0,1995;
31037021830000,37,Seneca Resources Corp.,2183,Bradley(Milligan)#2020-I,Pavilion,Medina,12,1858,0,1991;
31009164110000,9,Texas Keystone_ Inc.,16411,Goochee Albert #1,Persia,Medina,12,7275,0,1987;
31069120420000,69,Rogers_ Effie,12042,Fee 1,Bristol,Medina,12,0,0,1992;
31037204750000,37,United States Gypsum Co.,20475,Wittman_ S. #1,Darien,Medina,12,3222,20,1998;
31029153190000,29,Lischer_ Michael J.,15319,How-Donwell #1,Elma,Medina,12,1879,0,1987;
31029222800000,29,Belden & Blake Corporation,22280,D'Andrea A #1,Elma,Medina,5,2507,0,1994;
31013158930000,13,Great Lakes Energy Partners,15893,Wassink_ X 1,Clymer,Medina,12,100,0,2000;
31029200730000,29,Cotton Well Drilling Co._ Inc.,20073,Diocese of Buffalo 1,Eden,Medina,10,68,,2000;
31013183390000,13,Chautauqua Energy_  Inc.,18339,Main #1,Gerry,Medina,11,2487,10,1994;
31029135840000,29,Weil Resources_ Inc.,13584,Snyder #1,Evans,Medina,12,2748,5,1993;
31009167850000,9,Eastern American Energy Corp.,16785,Van Curen #1,Randolph,Medina,12,4819,0,1988;
31013200560000,13,Great Lakes Energy Partners,20056,Wozowicz_ A. #1,Clymer,Medina,11,6788,0,1996;
31013111100000,13,Belden & Blake Corporation,11110,Duink 106,Mina,Medina,5,158,0,1990;
31013122190000,13,Belden & Blake Corporation,12219,Snyder 1346,Hanover,Medina,9,2523,103,1997;
31013165940000,13,Great Lakes Energy Partners,16594,Wengerd_ A1,Clymer,Medina,12,2443,204,1993;
"31029069230000,29,JFS Limited Partnership,6923,Schoellkopf;jf Inc 6,Hamburg,Medina,5,1877,0,1996";
31029128530000,29,Bromley_ Norman E.,12853,Bromley #1,Evans,Medina,12,0,0,1993;
31013136040000,13,Nornew_ Inc.,13604,NYSRA #7-20608-T,Charlotte,Medina,12,2117,50,1996;
31013218830000,13,Seneca Resources Corp.,21883,Brooks_ H #7040,Busti,Medina,12,60536,85,1991;
31009171480000,9,Great Lakes Energy Partners,17148,Fluker/Hill #1,Conewango,Medina,12,3339,0,1987;
31009169270000,9,Texas Keystone_ Inc.,16927,Van Etten C #1,Persia,Medina,10,11662,0,1989;
31013212180000,13,Chautauqua Energy_  Inc.,21218,Leonard #1,Westfield,Medina,6,8481,0,1989;
31013110630000,13,Belden & Blake Corporation,11063,Bowen 219,Westfield,Medina,0,0,0,1986;
31037213890000,37,Leroy Central School District,21389,Fee 4,Le Roy,Medina,12,11515,0,1997;
31037195300000,37,United States Gypsum Co.,19530,D&D Farms #3,Bethany,Medina,12,1167,0,2000;
31013162810000,13,Schmitz_ Michael E.,16281,Reed & Son 2,Sherman,Medina,2,159,0,1987;
31009220650000,9,Great Lakes Energy Partners,22065,Ennis #1,Leon,Medina,12,38830,0,1993;
31051196110000,51,Orion Develop & Exploration_ Inc.,19611,Degraff 1,Leicester,Medina,11,2270,20,1997;
31069142960000,69,Brocklebank_ Terry K.,14296,Ault 1 (Lrc 33),Canandaigua,Medina,0,0,0,1985;
31013207160000,13,Seneca Resources Corp.,20716,Marshall_ D #6599,Ellicott,Medina,12,1659,0,1997;
31029222660000,29,Great Lakes Energy Partners,22266,Catalano G 1,Brant,Medina,12,5375,61,1995;
31013116710000,13,Belden & Blake Corporation,11671,Onofrio 296,Stockton,Medina,10,1234,1,1992;
31013100840000,13,Belden & Blake Corporation,10084,Powell 18,Portland,Medina,12,1832,0,1994;
31013121250000,13,Renold_ Inc.,12125,Renold #1,Westfield,Medina,12,18,0,1993;
31099195550000,99,Columbia Natural Resources_ Inc.,19555,Larsen 1 (4130),Fayette,Queenston,12,8746,92,1996;
31013123520000,13,Belden & Blake Corporation,12352,Baiocco_ O (467),Arkwright,Medina,0,0,0,1985;
31029169030000,29,Subsea Oil & Gas_ Inc.,16903,Russo#2,Evans,Medina,12,1339,0,1994;
31029159110000,29,GFS Energy_ Inc.,15911,Martenet #1,Marilla,Medina,12,4200,0,1997;
31013190250000,13,Great Lakes Energy Partners,19025,Jamestown School 3,Poland,Medina,12,4953,0,1997;
31013207670000,13,Great Lakes Energy Partners,20767,King_ H #1,Clymer,Medina,12,1387,0,1999;
31099194590000,99,Columbia Natural Resources_ Inc.,19459,Murray 2512,Fayette,Queenston,12,2076,0,1999;
31013176260000,13,Nornew_ Inc.,17626,Clark_ A #1,Ellicott,Medina,12,3021,0,2000;
31013118940000,13,Belden & Blake Corporation,11894,Vandette 419,Stockton,Medina,12,1721,12,1999;
31121160760000,121,United States Gypsum Co.,16076,Bartz_ E. #1,Sheldon,Medina,1,48,0,1992;
31013209430000,13,Chautauqua Energy_  Inc.,20943,Judd #1,Sherman,Medina,12,6738,0,1997;
31121208460000,121,United States Gypsum Co.,20846,Youngers_ F. #1,Sheldon,Medina,12,796,40,1998;
31003004710000,3,National Fuel Gas Supply Corp.,471,Burns #2317,Alma,Oriskany,0,0,0,1987;
31029185280000,29,Stedman Energy_ Inc.,18528,Piller 1,Eden,Medina,9,866,9,1992;
31013114590000,13,Belden & Blake Corporation,11459,McCutcheon 222,Westfield,Medina,12,6377,64,1996;
31029142600000,29,Stedman Energy_ Inc.,14260,Blakely #1,Eden,Medina,9,6537,0,1986;
31029130990000,29,Lenape Resources_ Inc.,13099,Lippert 1401,Marilla,Medina,12,378,0,1991;
31013187830000,13,Shelex Drilling_ Inc.,18783,Strata #3,Gerry,Medina,12,2678,55,1999;
31013188100000,13,Stedman Energy_ Inc.,18810,McDermott #1,Cherry Creek,Medina,0,0,0,1991;
31029209000000,29,Pan Energy Company_ Inc.,20900,Anderson #1,Hamburg,Medina,7,399,,2000;
31121218540000,121,United States Gypsum Co.,21854,Leitner_ A. #1,Bennington,Medina,12,1475,234,1994;
31013120780000,13,Belden & Blake Corporation,12078,Vanrensselaer 1304,Hanover,Medina,12,1163,471,1997;
31013110630000,13,Belden & Blake Corporation,11063,Bowen 219,Westfield,Medina,12,1332,12,2000;
31121044960000,121,Ardent Resources_ Inc.,4496,Barber E J 1,Covington,Medina,8,393,0,1989;
31013192560000,13,Vineyard Oil & Gas Co.,19256,James Raven 1,Sherman,Medina,12,0,0,1996;
31029197530000,29,Weil Resources_ Inc.,19753,Siwiec 1,Aurora,Medina,12,1359,0,1993;
31011115900000,11,OI Auburn_ Inc.,11590,Doody 4,Fleming,Queenston,2,2429,0,1989;
31013143580000,13,Great Lakes Energy Partners,14358,McCutchean_ E 2,Ripley,Medina,2,7,0,1993;
31121182080000,121,Stedman Energy_ Inc.,18208,Bainbridge #1,Arcade,Medina,3,169,0,1988;
31013179470000,13,Dannic Energy Corp.,17947,A Carlson Unit #1,Carroll,Medina,12,623,0,1992;
31121142550000,121,Blanke_ Richard L,14255,Blanke #1,Covington,Medina,0,1,0,1987;
31029119770000,29,Ardent Resources_ Inc.,11977,Pfarner N1498,Concord,Medina,12,388,0,1994;
31013179340000,13,Seneca Resources Corp.,17934,Botka-Wion #7319,Busti,Medina,12,3420,0,1996;
31013170390000,13,L. W. Resources,17039,P Johnson #2,Gerry,Medina,0,0,0,1987;
31037205280000,37,United States Gypsum Co.,20528,Aris_ J. #1,Darien,Medina,12,998,20,2000;
31029160560000,29,Pan Energy Company_ Inc.,16056,Pinker #1,Brant,Medina,8,1110,0,1997;
31013692020000,13,St.Patrick's R.C. Church,69202,Fee #1,Portland,None Specified,0,0,,2000;
31029178560000,29,Stedman Energy_ Inc.,17856,Rinaldo #1,Brant,Medina,12,926,,2000;
31013178090000,13,Kastle Resources Enterprises_ Inc.,17809,Auffinger #1,Ellington,Medina,0,0,0,1999;
31029690460000,29,Romolo Realty Corp.,69046,Stevens #1,Hamburg,Medina,12,0,0,1998;
31013160600000,13,REI-NY_ Inc.,16060,Ball Unit 1,Gerry,Medina,12,3163,155,1993;
31013209120000,13,Seneca Resources Corp.,20912,Ball_ R.#4 #7326,Ellicott,Medina,12,30981,80,1988;
31107213940000,107,Belden & Blake Corporation,21394,Lacher 01,Nichols,Helderberg,11,83136,7,1994;
31013184150000,13,Dannic Energy Corp.,18415,J Bloomquist Unit 1,Carroll,Medina,12,880,0,1995;
31009125050000,9,Belden & Blake Corporation,12505,Farner Zoar #2-A 1163-A,Otto,Medina,12,8492,8,1990;
31013159100000,13,Cotton Well Drilling Co._ Inc.,15910,Fairbanks #2,Arkwright,Medina,0,1308,0,1996;
31013157220000,13,Nornew Energy Supply Inc.,15722,Johnson Unit #1,Busti,Medina,5,585,36,2000;
31009178250000,9,Texas Keystone_ Inc.,17825,Evans C #6,Persia,Medina,10,5519,0,1989;
31029176520000,29,Pefley Oil & Gas_ Inc.,17652,Bauer #1,Orchard Park,Medina,11,1680,0,1992;
31013164560000,13,Great Lakes Energy Partners,16456,Nelson_V 3,Kiantone,Medina,11,6135,3,1993;
31121209090000,121,United States Gypsum Co.,20909,Storch_ F #3,Bennington,Medina,6,20,0,1993;
31013169730000,13,Cotton Well Drilling Co._ Inc.,16973,Hamlet #2 Ee11,Sheridan,Medina,7,1054,0,1993;
31013114550000,13,Belden & Blake Corporation,11455,Shoemaker H 1,Portland,Medina,12,2081,0,1997;
31013218170000,13,Chautauqua Energy_  Inc.,21817,Murty #1,Portland,Medina,11,1404,0,1997;
31013181970000,13,Great Lakes Energy Partners,18197,Hill_ F 1,Ellington,Medina,12,4400,45,1991;
31029165220000,29,Stedman Energy_ Inc.,16522,Taylor_ R,Brant,Medina,12,2304,0,1996;
31069023410000,69,Granby & Hemenway Gas Co._ Inc,2341,Parr 1,Naples,Marcellus,0,0,0,1992;
31013155150000,13,Villafrank & Wells,15515,Villa I,Charlotte,Medina,1,20,0,1993;
31099195450000,99,Columbia Natural Resources_ Inc.,19545,Somerville 4 (4110),Varick,Queenston,12,5931,0,1992;
31029606220000,29,Slater_ Patricia A.,60622,Twin Creek #3,Alden,Medina,0,0,,2000;
31051194320000,51,Livingston Landowners Gas & Energy_ Inc.,19432,Kotak 1,Avon,Medina,0,0,0,1993;
